1.0,0.0,1.0,0.0,1.0,253.51,59.28,3.0,4.0,2.0,2.0,0.0,1.0,3.0,302.66,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,34.8372093,31.25581395,1.0,66.09302326,25.0,0.0,0.0,100.0,2.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,33.29666666666667,0.03666666666666667,4.25,2.5733333333333333,32.236666666666665
1.0,0.0,1.0,0.0,1.0,253.51,59.28,3.0,4.0,2.0,2.0,0.0,1.0,3.0,302.66,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,27.96666667,25.13333333,1.0,53.1,22.0,0.0,0.0,100.0,6.0,100.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,33.29666666666667,0.03666666666666667,4.25,2.5733333333333333,32.236666666666665
1.0,0.0,1.0,0.0,1.0,253.51,59.28,3.0,4.0,2.0,2.0,0.0,1.0,3.0,302.66,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,30.12,18.4,1.0,48.52,52.0,0.0,0.0,100.0,39.0,0.0,1.1,15587.53,10.43,0.0,0.0,0.0,0.0,33.29666666666667,0.03666666666666667,4.25,2.5733333333333333,32.236666666666665
1.0,0.0,1.0,0.0,1.0,253.51,59.28,3.0,4.0,2.0,2.0,0.0,1.0,3.0,302.66,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,62.64054726,21.34328358,1.0,83.98383085,50.0,0.0,0.0,100.0,48.0,0.0,2.96,0.0,24.76,0.0,0.0,0.0,0.0,33.29666666666667,0.03666666666666667,4.25,2.5733333333333333,32.236666666666665
1.0,1.0,1.0,1.0,1.0,593.98,239.32,3.0,4.0,2.0,2.0,0.0,2.0,3.0,28.33,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,67.0007485,23.76721557,0.998505232,90.76796407,0.0,33.0,100.0,100.0,19.0,100.0,3.98,23895.95,14.16,5.573333333333333,97.76666666666665,0.06666666666666667,0.0,99.89666666666666,0.08333333333333333,15.26,9.806666666666667,80.10333333333334
1.0,1.0,1.0,1.0,1.0,593.98,239.32,3.0,4.0,2.0,2.0,0.0,2.0,3.0,28.33,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,148.9084967,21.5,1.0,170.4084967,0.0,1.0,100.0,100.0,18.0,100.0,2.13,13586.25,89.71,5.573333333333333,97.76666666666665,0.06666666666666667,0.0,99.89666666666666,0.08333333333333333,15.26,9.806666666666667,80.10333333333334
1.0,1.0,1.0,1.0,1.0,593.98,239.32,3.0,4.0,2.0,2.0,0.0,2.0,3.0,28.33,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,348.3346939,28.27142857,0.99796334,376.6061224,0.0,0.0,0.0,100.0,24.0,100.0,0.68,0.0,1.73,5.573333333333333,97.76666666666665,0.06666666666666667,0.0,99.89666666666666,0.08333333333333333,15.26,9.806666666666667,80.10333333333334
1.0,1.0,1.0,1.0,1.0,593.98,239.32,3.0,4.0,2.0,2.0,0.0,2.0,3.0,28.33,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,49.25441696,29.35689046,1.0,78.61130742,0.0,0.0,0.0,100.0,14.0,100.0,2.5,0.0,0.0,5.573333333333333,97.76666666666665,0.06666666666666667,0.0,99.89666666666666,0.08333333333333333,15.26,9.806666666666667,80.10333333333334
1.0,1.0,1.0,1.0,1.0,593.98,239.32,3.0,4.0,2.0,2.0,0.0,2.0,3.0,28.33,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,220.4720812,29.73604061,1.0,250.2081218,0.0,0.0,0.0,100.0,8.0,0.0,2.88,0.0,15.05,5.573333333333333,97.76666666666665,0.06666666666666667,0.0,99.89666666666666,0.08333333333333333,15.26,9.806666666666667,80.10333333333334
1.0,1.0,1.0,1.0,1.0,593.98,239.32,3.0,4.0,2.0,2.0,0.0,2.0,3.0,28.33,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,65.77936508,42.62539683,1.0,108.4047619,0.0,1.0,100.0,100.0,15.0,100.0,2.23,22244.35,9.71,5.573333333333333,97.76666666666665,0.06666666666666667,0.0,99.89666666666666,0.08333333333333333,15.26,9.806666666666667,80.10333333333334
