segment,speed,count,timestamp
"635,70",20.349972349409658,50,"201609030825"
"635,70",22.49894500710847,38,"201609030820"
"635,70",29.426621947563568,2,"201609030055"
"635,70",29.639226403124077,7,"201609030130"
"635,70",35.88749299702134,4,"201609030135"
"635,70",40.14725677057394,3,"201609030140"
"635,70",36.756835828754966,3,"201609030145"
"635,70",77.19268798233499,1,"201609030150"
"635,70",28.901416982672835,13,"201609030010"
"635,70",29.146780743987346,11,"201609030040"
"635,70",24.045259010078016,5,"201609030225"
"635,70",21.8045599316862,3,"201609030230"
"635,70",31.751846712456683,6,"201609030235"
"635,70",33.80265062092093,2,"201609030315"
"635,70",35.45705940863753,2,"201609030330"
"635,70",23.42476294495731,2,"201609030410"
"635,70",21.75268121464469,5,"201609030430"
"635,70",23.77819465124912,7,"201609030700"
"635,70",23.472745270348515,31,"201609030705"
"635,70",25.80063205302866,29,"201609030715"
"635,70",26.197368515720566,18,"201609030710"
"635,70",21.46876161771241,21,"201609030735"
"635,70",20.859179332990553,28,"201609030725"
"635,70",17.029108659844198,4,"201609030450"
"635,70",36.12988264523001,2,"201609030600"
"635,70",27.778645659295638,7,"201609030605"
"635,70",24.745839070992247,9,"201609030610"
"635,70",30.392343357336586,8,"201609030615"
"635,70",29.499025700859704,8,"201609030545"
"635,70",22.493700200083392,32,"201609031030"
"635,70",22.208498310676475,32,"201609031050"
"635,70",21.096095318744958,30,"201609030935"
"635,70",23.82233840484233,35,"201609031230"
"635,70",24.30543858028943,39,"201609031140"
"635,70",20.671066500603494,30,"201609031145"
"635,70",23.532684198315643,5,"201609031200"
"635,70",23.260818907296873,34,"201609031445"
"635,70",25.476298515036685,32,"201609031245"
"635,70",21.10736828771872,44,"201609031415"
"635,70",24.194300825423067,25,"201609031550"
"635,70",23.462951035376523,35,"201609031355"
"635,70",20.24123991941215,26,"201609031520"
"635,70",23.595433245081367,25,"201609031525"
"635,70",21.295037664722912,34,"201609031450"
"635,70",20.861399859539606,32,"201609031555"
"635,70",24.98705291003411,26,"201609031305"
"635,70",25.97481898679845,34,"201609031325"
"635,70",19.14506649208707,33,"201609031650"
"635,70",21.660394526349823,53,"201609031805"
"635,70",20.638177006212402,36,"201609031740"
"635,70",21.308297028225304,32,"201609031910"
"635,70",21.789115729881992,34,"201609031830"
"635,70",19.07531736552153,43,"201609031820"
"635,70",21.33498127878703,63,"201609031750"
"635,70",19.92578410421875,29,"201609031825"
"635,70",22.275934754763185,26,"201609032105"
"635,70",24.226370735750166,17,"201609031930"
"635,70",25.10690169878475,34,"201609032140"
"635,70",21.740100854567427,25,"201609032005"
"635,70",22.43261269356024,31,"201609032025"
"635,70",22.371274376973627,30,"201609032020"
"635,70",22.265311014598456,23,"201609032040"
"635,70",27.78678930776799,16,"201609032240"
"635,70",23.321040673319,17,"201609032235"
"635,70",23.532152605123265,30,"201609032205"
"635,70",22.961370497803337,22,"201609032210"
"635,70",31.03556134220099,4,"201609032300"
"635,70",21.068835649868863,28,"201609040910"
"635,70",30.331559866876965,7,"201609040900"
"635,70",21.939963283502024,34,"201609040825"
"635,70",25.45122237826298,3,"201609041000"
"635,70",22.223721406769275,7,"201609040055"
"635,70",24.295966745376635,1,"201609040100"
"635,70",23.21051996471293,2,"201609040105"
"635,70",25.763162165754125,4,"201609040110"
"635,70",18.300640219415925,2,"201609040120"
"635,70",25.235352006599534,1,"201609040135"
"635,70",40.60691907743722,4,"201609040200"
"635,70",38.51133187874231,2,"201609040210"
"635,70",32.22913474643232,3,"201609040215"
"635,70",22.859546331790916,5,"201609040025"
"635,70",25.271185733246032,5,"201609040030"
"635,70",22.223167694389588,10,"201609040040"
"635,70",29.15671248829823,3,"201609040240"
"635,70",41.341236855783,2,"201609040305"
"635,70",31.970307053664513,3,"201609040315"
"635,70",21.6435497801066,27,"201609041305"
"635,70",21.666390260287457,39,"201609041255"
"635,70",20.41168990995467,36,"201609041350"
"635,70",25.57793328574249,8,"201609040540"
"635,70",32.516006122336634,9,"201609040620"
"635,70",32.070942577750735,12,"201609040645"
"635,70",25.30369962423075,14,"201609040730"
"635,70",26.349820745973947,22,"201609040720"
"635,70",22.91008526202152,32,"201609041410"
"635,70",22.27967888409429,32,"201609041355"
"635,70",20.375154609142154,10,"201609041400"
"635,70",24.375568971154802,22,"201609040805"
"635,70",26.760899314957513,8,"201609041100"
"635,70",20.410957575258674,36,"201609041010"
"635,70",21.644285756672765,37,"201609040830"
"635,70",22.26894762921811,40,"201609041050"
"635,70",23.48439942493757,39,"201609041110"
"635,70",22.415064019528742,36,"201609041145"
"635,70",22.766131946040268,36,"201609041230"
"635,70",22.849506888190767,29,"201609041220"
"635,70",21.486188605468715,29,"201609041225"
"635,70",23.216338030176285,36,"201609041155"
"635,70",20.22722212559923,48,"201609041135"
"635,70",22.919283205507554,28,"201609041210"
"635,70",19.209346865796196,10,"201609041500"
"635,70",20.12124188269149,23,"201609041505"
"635,70",19.92056306494167,5,"201609041600"
"635,70",19.706713485008226,25,"201609041630"
"635,70",20.944264830290333,34,"201609041435"
"635,70",22.504634317696127,38,"201609041705"
"635,70",19.07722559033434,34,"201609041655"
"635,70",22.236359698169725,32,"201609041740"
"635,70",20.09338850987987,31,"201609041710"
"635,70",21.867885095118933,23,"201609041925"
"635,70",20.783553688280705,29,"201609041720"
"635,70",19.77265689603103,29,"201609041730"
"635,70",24.34085609130987,27,"201609042010"
"635,70",20.556532682975437,21,"201609042025"
"635,70",20.556996541962533,29,"201609041845"
"635,70",21.99959851556458,29,"201609041815"
"635,70",21.075443079218463,28,"201609041850"
"635,70",22.69743650636525,32,"201609041915"
"635,70",30.437035643333036,11,"201609042100"
"635,70",25.946705383117415,6,"201609042305"
"635,70",29.935192163922142,7,"201609042340"
"635,70",22.560632706134996,17,"201609042155"
"635,70",24.16701166113444,4,"201609042200"
"635,70",23.632763952713514,14,"201609042140"
"635,70",27.29970813981217,13,"201609042215"
"635,70",22.862311555561913,12,"201609042350"
"635,70",10.300188786325515,1,"201609050135"
"635,70",25.456260577230708,4,"201609050150"
"635,70",25.805842619596344,2,"201609050155"
"635,70",40.82132014656982,2,"201609050200"
"635,70",30.711424988360665,2,"201609050225"
"635,70",52.32721453651596,3,"201609050250"
"635,70",30.44420731761746,1,"201609050300"
"635,70",22.28259572475573,4,"201609050005"
"635,70",30.828554742334045,5,"201609050020"
"635,70",33.94746156381961,3,"201609050055"
"635,70",36.43545098365083,3,"201609050100"
"635,70",38.7265285180703,6,"201609050105"
"635,70",34.089410121354206,4,"201609050305"
"635,70",34.789301060259206,1,"201609050310"
"635,70",42.4870347342836,1,"201609050335"
"635,70",34.842169381124044,1,"201609050435"
"635,70",34.087713525819204,4,"201609050440"
"635,70",24.036304769008986,5,"201609050445"
"635,70",30.19033804976387,1,"201609050450"
"635,70",17.354075773375403,1,"201609050500"
"635,70",30.165055126212007,6,"201609050520"
"635,70",26.17432771707406,3,"201609050525"
"635,70",19.47293404571417,16,"201609050730"
"635,70",19.967377871837098,7,"201609050800"
"635,70",19.560026640152266,22,"201609051340"
"635,70",24.14856017433687,28,"201609051405"
"635,70",20.18603577755991,37,"201609051410"
"635,70",20.775937697070678,38,"201609051335"
"635,70",22.481376715132605,34,"201609051435"
"635,70",23.75500113943217,20,"201609051255"
"635,70",24.219890967031834,17,"201609051245"
"635,70",23.987599427054406,10,"201609050635"
"635,70",35.48619539791704,4,"201609050600"
"635,70",31.62108958088364,5,"201609050530"
"635,70",24.389706496435593,27,"201609050645"
"635,70",24.421261192421348,29,"201609051020"
"635,70",18.116597513015115,29,"201609050955"
"635,70",21.573595526157845,16,"201609051220"
"635,70",23.062679429371435,26,"201609051230"
"635,70",19.819130422318686,20,"201609051445"
"635,70",17.44861852231825,19,"201609051550"
"635,70",27.386934141433613,7,"201609051600"
"635,70",18.86628924802983,28,"201609051605"
"635,70",22.888642177203696,20,"201609051045"
"635,70",20.962954110030022,14,"201609051105"
"635,70",21.478758834870295,25,"201609051135"
"635,70",22.956823388051642,30,"201609051155"
"635,70",21.523355579210904,7,"201609051200"
"635,70",23.860414536008335,33,"201609050840"
"635,70",21.070194908803533,32,"201609050925"
"635,70",16.903803736498308,9,"201609050900"
"635,70",19.02239602763506,34,"201609050905"
"635,70",20.13855878622667,30,"201609050935"
"635,70",21.39410063486799,21,"201609050950"
"635,70",18.99464545067327,32,"201609051810"
"635,70",20.336971904655805,20,"201609051815"
"635,70",13.482468843782478,3,"201609051800"
"635,70",16.550819594765766,40,"201609051730"
"635,70",19.50648689102238,26,"201609051725"
"635,70",22.50530415273486,19,"201609051710"
"635,70",21.928836328686092,19,"201609051840"
"635,70",17.463063465218735,8,"201609051920"
"635,70",19.0168684535056,22,"201609051845"
"635,70",17.963410734051422,31,"201609051740"
"635,70",23.762253500902116,16,"201609051940"
"635,70",23.368964042930287,19,"201609051935"
"635,70",23.341415048100746,16,"201609051955"
"635,70",16.115352641328904,19,"201609052050"
"635,70",20.78727861974988,20,"201609052045"
"635,70",26.90915712175554,17,"201609052025"
"635,70",23.033030140593535,20,"201609052105"
"635,70",23.457708441312647,28,"201609052115"
"635,70",19.959429200861557,21,"201609052120"
"635,70",22.621167857599616,20,"201609052110"
"635,70",24.78125234182923,16,"201609052140"
"635,70",31.342114898391884,5,"201609052320"
"635,70",23.416004522394804,6,"201609052335"
"635,70",27.08658059346748,7,"201609052330"
"635,70",25.708431387951457,17,"201609052130"
"635,70",22.06440122553567,13,"201609052145"
"635,70",28.81885703437972,17,"201609052215"
"635,70",24.179433540458994,19,"201609052220"
"635,70",23.794628066228302,17,"201609052250"
"635,70",23.910265196799468,15,"201609052225"
"635,70",21.647109080028965,12,"201609052305"
"635,70",25.733115824144274,7,"201609052340"
"635,70",19.269352406661987,26,"201609060750"
"635,70",22.07104831024375,30,"201609060910"
"635,70",14.031917878806201,13,"201609060800"
"635,70",15.770957693452653,42,"201609060755"
"635,70",16.729092848179242,51,"201609060805"
"635,70",20.867780748675983,37,"201609060830"
"635,70",21.141525872757146,38,"201609060905"
"635,70",18.28405310203815,28,"201609060920"
"635,70",19.886509284478322,30,"201609060925"
"635,70",22.331910522201035,20,"201609061210"
"635,70",19.339608722355013,15,"201609061245"
"635,70",20.82807950357645,24,"201609061215"
"635,70",21.940785968694,17,"201609061220"
"635,70",17.89938329463479,15,"201609061345"
"635,70",15.41758898501661,16,"201609061355"
"635,70",20.734366174349447,15,"201609061350"
"635,70",17.3375759385425,13,"201609061435"
"635,70",16.965229105400887,16,"201609061540"
"635,70",19.669645052821345,29,"201609061605"
"635,70",20.085006390447628,47,"201609061640"
"635,70",20.251625008069965,26,"201609061055"
"635,70",21.612534002679766,30,"201609061050"
"635,70",22.666168932332013,25,"201609061020"
"635,70",19.639710891150184,32,"201609061130"
"635,70",19.5944729009576,31,"201609061135"
"635,70",21.98075477520483,32,"201609061205"
"635,70",11.5269464315275,1,"201609060130"
"635,70",23.74142122333463,2,"201609060145"
"635,70",24.334896945911336,5,"201609060220"
"635,70",22.035517819660384,6,"201609060235"
"635,70",35.336842582716194,2,"201609060310"
"635,70",15.49774597897837,1,"201609060315"
"635,70",21.685801751653102,3,"201609060320"
"635,70",22.67820756051465,2,"201609060340"
"635,70",20.18365896420044,3,"201609060000"
"635,70",17.371997554580354,9,"201609060005"
"635,70",12.635322296011347,1,"201609060400"
"635,70",11.131404550491364,1,"201609060415"
"635,70",17.94977367527426,1,"201609060455"
"635,70",31.695267623822083,7,"201609060540"
"635,70",25.975451951197705,6,"201609060550"
"635,70",30.926153731334725,10,"201609060615"
"635,70",24.76724277943485,8,"201609060625"
"635,70",26.6944062786346,17,"201609061255"
"635,70",17.687715735903524,18,"201609061315"
"635,70",26.195075037118016,18,"201609061310"
"635,70",20.618644289954364,33,"201609060955"
"635,70",18.477041608623153,20,"201609060950"
"635,70",15.511120931732565,31,"201609061735"
"635,70",16.391618429166563,15,"201609061705"
"635,70",19.198580564020215,30,"201609061645"
"635,70",22.908836078424926,4,"201609062000"
"635,70",26.497316609777343,10,"201609062015"
"635,70",24.44855786681912,18,"201609062010"
"635,70",18.58646818359695,22,"201609061950"
"635,70",18.80364597493283,24,"201609062030"
"635,70",17.894877870578995,33,"201609061720"
"635,70",23.025888676192032,16,"201609062050"
"635,70",25.418655859151702,21,"201609062105"
"635,70",16.963693305225824,38,"201609061810"
"635,70",23.539293650495416,17,"201609061835"
"635,70",18.500391653929697,19,"201609061925"
"635,70",18.906596246981465,21,"201609061910"
"635,70",23.96648109464039,19,"201609061905"
"635,70",19.35286199375648,16,"201609062130"
"635,70",24.185875790120924,19,"201609062135"
"635,70",21.490485818725393,21,"201609062120"
"635,70",22.561087758549775,13,"201609062150"
"635,70",23.85733547158392,11,"201609062315"
"635,70",27.743445397305457,6,"201609062340"
"635,70",22.81321166555804,11,"201609062320"
"635,70",21.00424077020077,39,"201609070830"
"635,70",17.045068065548122,40,"201609070835"
"635,70",17.72234736040775,21,"201609070745"
"635,70",17.69438273708337,39,"201609070825"
"635,70",18.09680901070312,17,"201609070855"
"635,70",18.11441749441466,5,"201609070900"
"635,70",22.558111297033737,25,"201609070850"
"635,70",16.124514021298364,13,"201609070910"
"635,70",28.408843269937677,1,"201609070200"
"635,70",23.28692096483865,2,"201609070230"
"635,70",14.866679999756826,1,"201609070320"
"635,70",23.80656592793405,3,"201609070345"
"635,70",28.13002085751628,2,"201609070355"
"635,70",23.239283736759326,3,"201609070030"
"635,70",27.54732560989529,2,"201609070100"
"635,70",28.14746344667312,3,"201609070105"
"635,70",14.43807350561265,3,"201609070110"
"635,70",18.05033805702047,4,"201609070435"
"635,70",17.111438649876767,2,"201609070455"
"635,70",19.566310053887808,6,"201609070540"
"635,70",23.37796497688445,34,"201609071410"
"635,70",24.700071956457574,40,"201609071420"
"635,70",20.059206303839165,29,"201609071610"
"635,70",21.86760171915055,22,"201609071625"
"635,70",17.078320098682507,44,"201609071635"
"635,70",20.847736844102265,33,"201609071645"
"635,70",21.751585980866587,32,"201609071650"
"635,70",35.12503795792005,4,"201609070615"
"635,70",25.379408478245402,9,"201609070620"
"635,70",23.418401870835638,6,"201609070625"
"635,70",21.747967012712817,32,"201609070710"
"635,70",25.570524424712012,23,"201609070650"
"635,70",16.00409749699732,18,"201609070700"
"635,70",18.756229891416655,36,"201609070730"
"635,70",18.020744075053322,27,"201609071425"
"635,70",25.639286585555542,34,"201609071435"
"635,70",21.53856707588105,28,"201609071405"
"635,70",22.960531546043217,19,"201609071415"
"635,70",21.659197054680508,39,"201609071450"
"635,70",23.113466261809887,1,"201609071500"
"635,70",23.262534999124092,15,"201609071310"
"635,70",22.193865388024438,21,"201609071335"
"635,70",23.787788665345442,31,"201609071340"
"635,70",16.901115199655507,31,"201609071350"
"635,70",19.55682160783438,45,"201609071745"
"635,70",19.841463260782135,24,"201609071710"
"635,70",24.964487674139825,4,"201609071100"
"635,70",19.88741172689239,25,"201609071105"
"635,70",17.07446864409561,11,"201609070920"
"635,70",21.456725802011334,16,"201609071005"
"635,70",21.024443235503895,29,"201609070945"
"635,70",50.18506117481173,1,"201609071200"
"635,70",22.522233019040392,20,"201609071150"
"635,70",26.12694031691639,26,"201609071230"
"635,70",25.168671918951883,40,"201609071210"
"635,70",26.02269771840636,19,"201609071235"
"635,70",21.860446236977673,19,"201609071925"
"635,70",21.3701121950622,34,"201609071850"
"635,70",21.005833990888657,22,"201609071910"
"635,70",20.001827740937816,33,"201609071840"
"635,70",23.43725755811313,18,"201609071915"
"635,70",18.990540989552464,19,"201609071945"
"635,70",23.954081754696368,32,"201609072020"
"635,70",21.445901996206537,35,"201609072025"
"635,70",22.084819351411117,30,"201609072015"
"635,70",25.289381212400418,28,"201609072040"
"635,70",24.86201195843316,14,"201609072050"
"635,70",24.74795059156491,33,"201609072155"
"635,70",25.7511617427636,17,"201609072205"
"635,70",26.50102356516298,7,"201609072300"
"635,70",28.566669811432213,12,"201609072255"
"635,70",27.77525501170593,5,"201609072350"
"635,70",26.5240961796214,2,"201609080225"
"635,70",43.48189124257254,2,"201609080230"
"635,70",23.056128293477535,2,"201609080240"
"635,70",50.1757679155715,2,"201609080255"
"635,70",23.86717064938355,2,"201609080220"
"635,70",18.641537748234473,3,"201609080250"
"635,70",24.765364454899043,1,"201609080305"
"635,70",27.941254497064293,1,"201609080345"
"635,70",52.93947016843095,2,"201609080350"
"635,70",49.68521133874365,1,"201609080410"
"635,70",18.343909577792076,2,"201609080430"
"635,70",24.093432946858016,3,"201609080520"
"635,70",29.813413479807288,2,"201609080530"
"635,70",26.06454573512197,5,"201609080545"
"635,70",26.481453918694612,5,"201609080025"
"635,70",25.121139106326467,5,"201609080040"
"635,70",27.752835554974347,6,"201609080050"
"635,70",25.409770477335318,3,"201609080115"
"635,70",39.253416693331474,4,"201609080555"
"635,70",32.408040300683645,7,"201609080625"
"635,70",20.435199091847316,18,"201609080635"
"635,70",22.367020714115423,24,"201609080710"
"635,70",22.773665490725858,18,"201609080715"
"635,70",18.193990553965378,34,"201609080755"
"635,70",18.829631555197185,37,"201609080805"
"635,70",21.10121856855056,36,"201609080810"
"635,70",17.824332642765057,26,"201609080840"
"635,70",22.330046942018562,30,"201609080720"
"635,70",17.874240225840676,25,"201609080750"
"635,70",15.265398280471647,4,"201609081300"
"635,70",30.245041232148225,18,"201609081320"
"635,70",19.657631615577394,26,"201609080850"
"635,70",26.395394423040173,12,"201609080915"
"635,70",25.3355100980008,15,"201609081130"
"635,70",25.46846655097055,12,"201609080935"
"635,70",23.41297034034118,26,"201609081235"
"635,70",26.238269371007494,14,"201609081330"
"635,70",23.618014706167784,27,"201609081040"
"635,70",21.55483990607844,13,"201609080945"
"635,70",20.62234343534552,8,"201609080950"
"635,70",21.58981689859577,27,"201609081055"
"635,70",20.751881912569967,31,"201609081210"
"635,70",15.889053601484816,3,"201609081400"
"635,70",20.93164023838369,24,"201609081415"
"635,70",20.55925943618007,28,"201609081425"
"635,70",23.03762799739202,22,"201609081430"
"635,70",23.59423705213252,24,"201609081455"
"635,70",21.669081429130685,18,"201609081445"
"635,70",27.00480395982302,16,"201609081515"
"635,70",23.642489354253957,18,"201609081530"
"635,70",29.642216579636784,14,"201609081540"
"635,70",19.362880151638446,19,"201609081545"
"635,70",22.978767142993686,22,"201609081615"
"635,70",19.589397878717726,30,"201609081620"
"635,70",22.381034553393086,5,"201609081600"
"635,70",20.160029244572684,21,"201609081550"
"635,70",21.190576076769418,29,"201609081625"
"635,70",18.547207248055177,18,"201609081635"
"635,70",21.318438807344133,31,"201609081650"
"635,70",16.232247263461563,8,"201609081700"
"635,70",20.89474155558603,27,"201609081710"
"635,70",16.497353037036127,40,"201609091735"
"635,70",23.87652964473888,6,"201609091900"
"635,70",20.338068562167397,34,"201609091840"
"635,70",23.61048652069237,20,"201609091905"
"635,70",24.25918517275934,24,"201609091225"
"635,70",22.80818052473723,23,"201609091445"
"635,70",18.395788640785984,24,"201609091515"
"635,70",17.903213823453672,5,"201609091500"
"635,70",22.12255100679872,33,"201609091535"
"635,70",21.27763169243405,34,"201609091510"
"635,70",17.787831695295203,66,"201609091135"
"635,70",17.94435098885526,72,"201609091145"
"635,70",20.515129853021502,25,"201609091210"
"635,70",16.330054570853274,6,"201609090950"
"635,70",15.104257399901496,57,"201609091010"
"635,70",21.613273630346953,25,"201609092055"
"635,70",18.238200979951095,8,"201609092100"
"635,70",20.504905940250616,20,"201609091925"
"635,70",26.317680883811445,23,"201609091930"
"635,70",21.652876153243557,34,"201609091405"
"635,70",24.639371845939852,18,"201609091355"
"635,70",21.557057369199352,20,"201609091345"
"635,70",15.180968821907438,4,"201609091055"
"635,70",19.606579724191114,24,"201609091030"
"635,70",19.67173628660335,50,"201609091635"
"635,70",21.218490063895437,32,"201609091645"
"635,70",19.949928126230198,44,"201609091640"
"635,70",24.001405660995587,33,"201609092125"
"635,70",15.819383739760674,5,"201609092200"
"635,70",20.986983297095,17,"201609092205"
"635,70",28.30838617687255,9,"201609092240"
"635,70",24.506667277962777,10,"201609092245"
"635,70",24.036934962033246,20,"201609092220"
"635,70",27.855666286234687,6,"201609092340"
"635,70",31.038203489850744,8,"201609092350"
"635,70",21.62537436418095,48,"201609101850"
"635,70",24.709248540532087,29,"201609101930"
"635,70",25.99980009264206,14,"201609100110"
"635,70",24.18697299472347,3,"201609100130"
"635,70",19.295499466124504,5,"201609100120"
"635,70",32.69726483083919,4,"201609100135"
"635,70",20.348291659266916,1,"201609100150"
"635,70",20.538726688634085,5,"201609100205"
"635,70",26.61966288594271,2,"201609100225"
"635,70",32.48680383780805,3,"201609100235"
"635,70",36.47254996096415,6,"201609100025"
"635,70",23.102532949460556,5,"201609100030"
"635,70",28.073576744967344,10,"201609100045"
"635,70",35.68775282673507,1,"201609100100"
"635,70",29.232457698209622,4,"201609100250"
"635,70",29.1795591477403,3,"201609100255"
"635,70",37.06396950291203,3,"201609100420"
"635,70",20.236224912788263,1,"201609100505"
"635,70",19.48299850124598,40,"201609101645"
"635,70",20.471056663902353,47,"201609101820"
"635,70",22.666937934363233,41,"201609101830"
"635,70",20.742713799539516,24,"201609101835"
"635,70",22.949221697089804,34,"201609102035"
"635,70",25.67075448445393,32,"201609102040"
"635,70",23.774021079484527,30,"201609101950"
"635,70",21.984591889864813,44,"201609102020"
"635,70",23.188438571434673,42,"201609102055"
"635,70",20.845069682439654,38,"201609101550"
"635,70",21.610461298258823,40,"201609101755"
"635,70",24.451289301798028,26,"201609102130"
"635,70",25.353140399655988,26,"201609102115"
"635,70",23.100302700446026,28,"201609102150"
"635,70",18.65002454354798,8,"201609101300"
"635,70",22.16862769956829,28,"201609101305"
"635,70",20.43629678954475,34,"201609101335"
"635,70",23.855478909097616,38,"201609101320"
"635,70",19.788649685888956,49,"201609101410"
"635,70",14.791811706536407,8,"201609100800"
"635,70",21.29136186722422,48,"201609100740"
"635,70",21.544097115889876,50,"201609100815"
"635,70",23.242139505586714,36,"201609100810"
"635,70",24.788489639529843,36,"201609101430"
"635,70",21.808229052934536,23,"201609101515"
"635,70",24.11491420044384,6,"201609100525"
"635,70",27.87387686035629,6,"201609100545"
"635,70",30.27055647634069,8,"201609100540"
"635,70",20.607747543081025,2,"201609100520"
"635,70",22.36046772393005,26,"201609100710"
"635,70",25.807452276698516,41,"201609101245"
"635,70",19.11838276844934,43,"201609101540"
"635,70",22.033584049782597,31,"201609100820"
"635,70",22.09923984397823,25,"201609100940"
"635,70",22.327296306980664,49,"201609100920"
"635,70",18.595076524822094,38,"201609100910"
"635,70",19.86543080611052,35,"201609100905"
"635,70",23.0292773982571,50,"201609101020"
"635,70",23.804172413363606,4,"201609101100"
"635,70",23.289706310752592,41,"201609101045"
"635,70",21.08035062765878,37,"201609101025"
"635,70",22.052849591333946,31,"201609101115"
"635,70",22.760635343780095,32,"201609101125"
"635,70",24.264499903286566,39,"201609101230"
